epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
180,1871.23,1.26855,0.75838,0.88051,0.86681,0.74117,0.79977,0.60798,1.25689,0.72243,0.892,6.70026e-05,6.70026e-05,6.70026e-05
181,1881.44,1.26044,0.76155,0.881,0.86304,0.743,0.80101,0.60643,1.25937,0.72248,0.89267,6.4092e-05,6.4092e-05,6.4092e-05
182,1891.13,1.25489,0.75252,0.8796,0.8658,0.73534,0.79643,0.60045,1.26589,0.7291,0.89413,6.11814e-05,6.11814e-05,6.11814e-05
183,1901.34,1.2711,0.76177,0.87971,0.86404,0.73957,0.79719,0.59973,1.27098,0.72448,0.89446,5.82708e-05,5.82708e-05,5.82708e-05
184,1911.89,1.28105,0.76824,0.87991,0.8536,0.748,0.80016,0.59981,1.26159,0.72268,0.89335,5.53602e-05,5.53602e-05,5.53602e-05
185,1921.78,1.26557,0.75471,0.87838,0.85124,0.7464,0.79657,0.6021,1.26007,0.71921,0.89229,5.24496e-05,5.24496e-05,5.24496e-05
186,1931.98,1.25771,0.75926,0.87832,0.85086,0.74417,0.79765,0.60653,1.25626,0.72309,0.89172,4.9539e-05,4.9539e-05,4.9539e-05
187,1941.82,1.24247,0.75144,0.87669,0.85146,0.74462,0.79728,0.60549,1.25595,0.72733,0.89221,4.66284e-05,4.66284e-05,4.66284e-05
188,1951.98,1.24934,0.75624,0.88052,0.8542,0.74779,0.79885,0.60279,1.25604,0.72575,0.89276,4.37178e-05,4.37178e-05,4.37178e-05
189,1962.54,1.24844,0.75542,0.87322,0.84813,0.74771,0.79798,0.60337,1.25752,0.72371,0.89195,4.08072e-05,4.08072e-05,4.08072e-05
190,1972.8,1.2447,0.74415,0.87496,0.84815,0.75165,0.79712,0.60115,1.26382,0.72626,0.89363,3.78966e-05,3.78966e-05,3.78966e-05
191,1983.49,1.27917,0.77875,0.88356,0.85127,0.737,0.79219,0.59521,1.27812,0.73885,0.89632,3.4986e-05,3.4986e-05,3.4986e-05
192,1992.2,1.26165,0.75971,0.87831,0.83559,0.73143,0.78415,0.58805,1.28272,0.755,0.89858,3.20754e-05,3.20754e-05,3.20754e-05
193,2000.72,1.25532,0.7467,0.87828,0.84576,0.73057,0.79153,0.59145,1.27837,0.74853,0.89783,2.91648e-05,2.91648e-05,2.91648e-05
194,2009.32,1.26081,0.75539,0.87698,0.83529,0.73627,0.79328,0.58901,1.28825,0.74626,0.89844,2.62542e-05,2.62542e-05,2.62542e-05
195,2017.86,1.23883,0.7435,0.87657,0.84987,0.73162,0.79451,0.59392,1.28027,0.7424,0.8977,2.33436e-05,2.33436e-05,2.33436e-05
196,2026.43,1.2534,0.74169,0.87711,0.86513,0.72963,0.79503,0.59519,1.27046,0.73742,0.89541,2.0433e-05,2.0433e-05,2.0433e-05
197,2035.09,1.24727,0.73983,0.87796,0.86681,0.73354,0.79484,0.59795,1.2695,0.73751,0.89515,1.75224e-05,1.75224e-05,1.75224e-05
198,2043.73,1.24008,0.73634,0.87296,0.85958,0.73383,0.79423,0.59535,1.27336,0.7386,0.89571,1.46118e-05,1.46118e-05,1.46118e-05
199,2052.54,1.23518,0.73683,0.87264,0.86084,0.73521,0.7949,0.59744,1.26798,0.73605,0.89478,1.17012e-05,1.17012e-05,1.17012e-05
200,2061.14,1.23661,0.73278,0.87332,0.87487,0.7263,0.79631,0.59617,1.26794,0.73481,0.89465,8.7906e-06,8.7906e-06,8.7906e-06
